;description;energy;kms;location;make;model;price;title;transmission;year
226;toyota hilux 2012;diesel;61000;Lince - Lima - Lima;toyota;hilux;18500;toyota hilux 2012;mecánica;2012
227;;gasolina;185000;Miraflores - Lima - Lima;toyota;4runner;14200;toyota 4runner 2007;automática (secuencial);2007
228;;gasolina;19000;San Borja - Lima - Lima;toyota;rav4;21900;toyota rav4 2017;mecánica;2017
229;;gasolina;70000;La Molina - Lima - Lima;toyota;corolla;8300;toyota corolla 2002;automática;2002
230;;gasolina;62000;Santiago de Surco - Lima - Lima;toyota;fj cruiser;26800;toyota fj cruiser 2010;mecánica;2010
231;;gasolina;300000;Cayma - Arequipa - Arequipa;toyota;corona;2500;toyota corona 1981;mecánica;1981
232;;gasolina;45000;La Molina - Lima - Lima;toyota;yaris;13300;toyota yaris 2017;mecánica;2017
233;;dual;130;Villa El Salvador - Lima - Lima;toyota;yaris;8950;toyota yaris 2014;mecánica;2014
234;;gasolina;72000;Lince - Lima - Lima;toyota;corolla;9150;toyota corolla 2009;automática;2009
235;;gasolina;27000;Jesus Maria - Lima - Lima;toyota;corolla;15700;toyota corolla 2016;automática (secuencial);2016
236;;gasolina;155000;La Molina - Lima - Lima;toyota;land cruiser prado;11500;toyota land cruiser prado 2007;mecánica;2007
237;;diesel;68000;Santiago de Surco - Lima - Lima;toyota;hilux;25500;toyota hilux 2015;mecánica;2015
238;;gasolina;25500;Chorrillos - Lima - Lima;toyota;yaris;;toyota yaris 2015;mecánica;2015
239;toyota corolla 2008 xei mecanico gnv full aros ac luna parti;gas gnv;80000;La Molina - Lima - Lima;toyota;corolla;7990;toyota corolla 2008;mecánica;2008
240;;diesel;160000;San Borja - Lima - Lima;toyota;hiace;20900;toyota hiace 2011;mecánica;2011
241;;gasolina;15000;Ate - Lima - Lima;toyota;urban cruiser;11000;toyota urban cruiser 2013;mecánica;2013
242;;gasolina;111500;San Isidro - Lima - Lima;toyota;fj cruiser;23000;toyota fj cruiser 2010;automática (secuencial);2010
243;;diesel;67000;Los Olivos - Lima - Lima;toyota;fortuner;24800;toyota fortuner 2013;mecánica;2013
244;;diesel;63000;Los Olivos - Lima - Lima;toyota;hilux;24900;toyota hilux 2015;mecánica;2015
245;;gasolina;43800;Pueblo Libre - Lima - Lima;toyota;corolla;14500;toyota corolla 2015;mecánica;2015
246;;gasolina;83700;Miraflores - Lima - Lima;toyota;land cruiser prado;38800;toyota land cruiser prado 2010;automática (secuencial);2010
247;;dual;49000;Santiago de Surco - Lima - Lima;toyota;yaris;10500;toyota yaris 2014;mecánica;2014
248;;gasolina;65000;Huaraz - Huaraz - Ancash;toyota;land cruiser;17800;toyota land cruiser 2005;mecánica;2005
249;;gasolina;60000;Santiago de Surco - Lima - Lima;toyota;rav4;16900;toyota rav4 2015;mecánica;2015
250;toyota land crusier prado 2012 3 filas mec 4*4 sunroof reful;gasolina;;La Molina - Lima - Lima;toyota;land cruiser prado;23500;toyota land cruiser prado 2012;mecánica;2012
251;toyora rav4 2010 mod 2011 4x4 full aro sunroof estribo cuero;gasolina;120000;La Molina - Lima - Lima;toyota;rav4;12250;toyota rav4 2010;automática (secuencial);2010
252;;diesel;623124;Lurigancho-Chosica - Lima - Lima;toyota;van;23000;toyota van 2013;mecánica;2013
253;;gasolina;15302;Miraflores - Lima - Lima;toyota;corolla;15000;toyota corolla 2014;mecánica;2014
254;;gasolina;53400;Trujillo - Trujillo - La Libertad;toyota;urban cruiser;11200;toyota urban cruiser 2013;mecánica;2013
255;;diesel;72000;San Borja - Lima - Lima;toyota;hilux;25300;toyota hilux 2015;mecánica;2015
256;;diesel;169000;Miraflores - Lima - Lima;toyota;hilux;16800;toyota hilux 2011;mecánica;2011
257;;gasolina;82000;Ate - Lima - Lima;toyota;corolla;10500;toyota corolla 2014;automática;2014
258;"998144476 motor 1fz 4500cc inyectado v6 con glp 121;000km ok";dual;121000;Santiago de Surco - Lima - Lima;toyota;land cruiser;10800;toyota land cruiser 2000;mecánica;2000
259;;dual;80000;Lince - Lima - Lima;toyota;yaris;9500;toyota yaris 2014;mecánica;2014
260;;gasolina;72000;Santiago de Surco - Lima - Lima;toyota;land cruiser prado;25600;toyota land cruiser prado 2014;mecánica;2014
261;;gasolina;95900;Miraflores - Lima - Lima;toyota;corolla;7990;toyota corolla 2006;automática;2006
262;;gasolina;5500;Santiago de Surco - Lima - Lima;toyota;86;25800;toyota 86 2017;mecánica;2017
263;;dual;73000;San Borja - Lima - Lima;toyota;corolla;10700;toyota corolla 2012;automática;2012
264;;gasolina;87000;San Isidro - Lima - Lima;toyota;yaris;8900;toyota yaris 2010;mecánica;2010
265;toyota auris 1,6 año 2009 mecanico full;gasolina;93240;San Isidro - Lima - Lima;toyota;auris;9700;toyota auris 2009;mecánica;2009
266;;dual;115000;Miraflores - Lima - Lima;toyota;rav4;9500;toyota rav4 2007;automática;2007
267;;gasolina;14585;Lima - Lima - Lima;toyota;86;27000;toyota 86 2016;mecánica;2016
268;;diesel;;Miraflores - Lima - Lima;toyota;fortuner;;toyota fortuner 2008;automática (secuencial);2008
269;;dual;52000;San Isidro - Lima - Lima;toyota;corolla;11500;toyota corolla 2012;automática;2012
270;;diesel;40000;San Borja - Lima - Lima;toyota;hilux;31900;toyota hilux 2016;mecánica;2016
271;;diesel;55000;San Borja - Lima - Lima;toyota;hilux;30900;toyota hilux 2016;mecánica;2016
272;;diesel;158300;Los Olivos - Lima - Lima;toyota;hilux;20500;toyota hilux 2011;mecánica;2011
273;;dual;;Rimac - Lima - Lima;toyota;tercel;3200;toyota tercel 1992;automática;1992
274; nacional 4x4 pico de loro surco gasolinera;gasolina;;Santiago de Surco - Lima - Lima;toyota;hilux;8900;toyota hilux 2004;mecánica;2004
275;;gasolina;95000;Los Olivos - Lima - Lima;toyota;cami;;toyota cami 2002;mecánica;2002
276;;gasolina;21600;Surquillo - Lima - Lima;toyota;yaris hb;12500;toyota yaris hb 2016;automática;2016
277;;gasolina;180000;Pueblo Libre - Lima - Lima;toyota;corona;3500;toyota corona 1986;mecánica;1986
278;"bien conservado; motor ok; papeles en regla";gasolina;170000;Pueblo Libre - Lima - Lima;toyota;tercel;3400;toyota tercel 1993;mecánica;1993
279;"bien conservado; dual con gnv; motor ok; tapiz impecable";dual;178829;Pueblo Libre - Lima - Lima;toyota;tercel;4100;toyota tercel 1995;mecánica;1995
280;;gasolina;98000;Chorrillos - Lima - Lima;toyota;yaris;10500;toyota yaris 2015;mecánica;2015
281;;gasolina;38500;Miraflores - Lima - Lima;toyota;land cruiser prado;38500;toyota land cruiser prado 2015;automática (secuencial);2015
282;;gasolina;150000;San Isidro - Lima - Lima;toyota;yaris;8990;toyota yaris 2010;mecánica;2010
283;;gasolina;86000;Lima - Lima - Lima;toyota;yaris;9359;toyota yaris 2014;mecánica;2014
284;gli 1,3 mt del 2014;gasolina;42200;Barranco - Lima - Lima;toyota;yaris;11500;toyota yaris 2014;mecánica;2014
285;;gasolina;60000;Barranco - Lima - Lima;toyota;auris;8900;toyota auris 2010;mecánica;2010
286;;diesel;51000;Santiago de Surco - Lima - Lima;toyota;hilux;21600;toyota hilux 2015;mecánica;2015
287;;gasolina;63000;Santiago de Surco - Lima - Lima;toyota;corolla;11990;toyota corolla 2013;mecánica;2013
288;;gasolina;38000;San Borja - Lima - Lima;toyota;yaris;12500;toyota yaris 2015;mecánica;2015
289;;gasolina;5800;San Borja - Lima - Lima;toyota;yaris hb;;toyota yaris hb 2018;automática (secuencial);2018
290;;diesel;48700;Chiclayo - Chiclayo - Lambayeque;toyota;hilux;30000;toyota hilux 2015;mecánica;2015
291;;gasolina;34000;Los Olivos - Lima - Lima;toyota;rav4;20500;toyota rav4 2017;mecánica;2017
292;"solo 1500 kms; full extras; nuevo;servicios mitsui";gasolina;1500;San Borja - Lima - Lima;toyota;86;29000;toyota 86 2015;mecánica;2015
293;;diesel;58150;Santiago de Surco - Lima - Lima;toyota;hilux;28800;toyota hilux 2016;mecánica;2016
294;;diesel;95800;Lince - Lima - Lima;toyota;hilux;;toyota hilux 2013;mecánica;2013
295;;diesel;108000;Miraflores - Lima - Lima;toyota;hilux;17890;toyota hilux 2014;mecánica;2014
296;"toyota avanza 2017;chocado;documentos en regla;transferencia";gasolina;14000;Santa Anita - Lima - Lima;toyota;avanza;6800;toyota avanza 2017;mecánica;2017
297;;gasolina;77000;La Molina - Lima - Lima;toyota;rav4;11500;toyota rav4 2010;mecánica;2010
298;;diesel;63250;Lima - Lima - Lima;toyota;hilux;24000;toyota hilux 2015;mecánica;2015
299;;gasolina;85000;Santiago de Surco - Lima - Lima;toyota;rav4;17000;toyota rav4 2013;automática (secuencial);2013
300;;gasolina;77238;Magdalena del Mar - Lima - Lima;toyota;avanza - autoespar;13500;toyota avanza - autoespar 2015;mecánica;2015
301;;gasolina;15750;Magdalena del Mar - Lima - Lima;toyota;etios;11000;toyota etios 2017;mecánica;2017
302;;dual;29300;Magdalena del Mar - Lima - Lima;toyota;etios;10600;toyota etios 2017;mecánica;2017
303;;gasolina;37500;Santiago de Surco - Lima - Lima;toyota;yaris hb;12500;toyota yaris hb 2016;automática;2016
304;;gasolina;;Los Olivos - Lima - Lima;toyota;corolla;6000;toyota corolla 1985;mecánica;1985
305;;diesel;;San Miguel - Lima - Lima;toyota;hilux;19300;toyota hilux 2013;mecánica;2013
306;;gasolina;60000;San Miguel - Lima - Lima;toyota;yaris;10300;toyota yaris 2014;mecánica;2014
307;;gasolina;95000;San Miguel - Lima - Lima;toyota;land cruiser prado;11600;toyota land cruiser prado 2004;mecánica;2004
308;;gasolina;110000;San Miguel - Lima - Lima;toyota;yaris;8900;toyota yaris 2012;mecánica;2012
309;;gasolina;;San Miguel - Lima - Lima;toyota;urban cruiser;9500;toyota urban cruiser 2011;mecánica;2011
310;;gasolina;16000;Santiago de Surco - Lima - Lima;toyota;rav4;23000;toyota rav4 2016;automática (secuencial);2016
311;;gasolina;45000;Los Olivos - Lima - Lima;toyota;corolla;10700;toyota corolla 2013;mecánica;2013
312;;dual;62000;Los Olivos - Lima - Lima;toyota;land cruiser prado;20500;toyota land cruiser prado 2012;mecánica;2012
313;;gasolina;24400;Miraflores - Lima - Lima;toyota;yaris hb;13500;toyota yaris hb 2016;automática (secuencial);2016
314;;gasolina;80000;Jesus Maria - Lima - Lima;toyota;rav4;10900;toyota rav4 2009;automática (secuencial);2009
315;;dual;65000;San Borja - Lima - Lima;toyota;yaris;9450;toyota yaris 2014;mecánica;2014
316;;gasolina;85000;San Borja - Lima - Lima;toyota;corolla;8350;toyota corolla 2009;automática;2009
317;;diesel;106500;Ate - Lima - Lima;toyota;hilux;25400;toyota hilux 2014;mecánica;2014
318;;diesel;98000;Ate - Lima - Lima;toyota;hilux;21200;toyota hilux 2012;mecánica;2012
319;;gasolina;65000;Lima - Lima - Lima;toyota;rav4;9700;toyota rav4 2009;mecánica;2009
320;;gasolina;21000;Santiago de Surco - Lima - Lima;toyota;yaris hb;13900;toyota yaris hb 2017;mecánica;2017
321;;gasolina;63000;San Borja - Lima - Lima;toyota;yaris;8500;toyota yaris 2008;automática;2008
322;toyota land cruisser prado 2011 mecánico t, 994621907 ;gasolina;67000;Lince - Lima - Lima;toyota;land cruiser prado;20900;toyota land cruiser prado 2011;mecánica;2011
323;toyota land cruisser prado 2016 t,9 94613613 beige automátic;gasolina;39000;Lince - Lima - Lima;toyota;land cruiser prado;31900;toyota land cruiser prado 2016;automática (secuencial);2016
324;toyota hatchback deportivo motor doble vvt con pantalla y ac;gasolina;27100;La Molina - Lima - Lima;toyota;yaris hb;12900;toyota yaris hb 2017;mecánica;2017
325;;gasolina;90000;San Isidro - Lima - Lima;toyota;corolla;12300;toyota corolla 2015;mecánica;2015
326;"corolla versión full equipo; automático; motor con doble vvt";gasolina;40000;La Molina - Lima - Lima;toyota;corolla;12000;toyota corolla 2013;automática;2013
327;;gasolina;150060;Pueblo Libre - Lima - Lima;toyota;starlet;4000;toyota starlet 1998;automática;1998
328;;gas gnv;48000;Santiago de Surco - Lima - Lima;toyota;yaris;10950;toyota yaris 2015;mecánica;2015
329;;gasolina;45000;San Miguel - Lima - Lima;toyota;rav4;17000;toyota rav4 2014;mecánica;2014
330;;gasolina;55000;Santiago de Surco - Lima - Lima;toyota;highlander;23200;toyota highlander 2015;automática (secuencial);2015
331;;gas glp;33000;San Borja - Lima - Lima;toyota;yaris;13500;toyota yaris 2017;mecánica;2017
332;;gasolina;32500;San Borja - Lima - Lima;toyota;corolla;;toyota corolla 2015;automática;2015
333;toyota corolla station wagon 1999 petrolero mecanico;diesel;1547889;Lima - Lima - Lima;toyota;corolla;;toyota corolla 1999;mecánica;1999
334;toyota corolla station wagon año 2002 gasolina gnv ;gas gnv;178588;La Molina - Lima - Lima;toyota;corolla;4850;toyota corolla 2002;automática;2002
335;;gasolina;103700;Lima - Lima - Lima;toyota;rav4;11500;toyota rav4 2008;mecánica;2008
336;toyota land cruiser prado 2005 4x4;gasolina;226000;Miraflores - Lima - Lima;toyota;land cruiser prado;13300;toyota land cruiser prado 2005;automática;2005
337;toyota rav4 2006 4x4;gasolina;140000;Miraflores - Lima - Lima;toyota;rav4;9000;toyota rav4 2006;mecánica;2006
338;;gasolina;88000;San Martin de Porres - Lima - Lima;toyota;rav4;13300;toyota rav4 2015;automática (secuencial);2015
339;;gasolina;70000;Los Olivos - Lima - Lima;toyota;rav4;13500;toyota rav4 2015;automática (secuencial);2015
340;;gasolina;150000;Lima - Lima - Lima;toyota;yaris;8999;toyota yaris 2011;mecánica;2011
341;;diesel;;Bellavista - Callao - Callao;toyota;corolla;4300;toyota corolla 1997;automática;1997
342;;gasolina;55297;Santa Anita - Lima - Lima;toyota;rav4;16000;toyota rav4 2012;automática (secuencial);2012
343;;gasolina;100000;Callao - Callao - Callao;toyota;rav4;11800;toyota rav4 2010;mecánica;2010
344;;gasolina;50200;La Molina - Lima - Lima;toyota;rav4;18300;toyota rav4 2014;automática (secuencial);2014
345;;gasolina;50000;San Borja - Lima - Lima;toyota;corolla;12900;toyota corolla 2014;automática (secuencial);2014
346;;diesel;53000;San Isidro - Lima - Lima;toyota;fortuner;29000;toyota fortuner 2014;automática;2014
347;;gasolina;57350;Santiago de Surco - Lima - Lima;toyota;corolla;14500;toyota corolla 2015;automática (secuencial);2015
348;;gasolina;25000;Santa Anita - Lima - Lima;toyota;yaris;10700;toyota yaris 2011;mecánica;2011
349;;gasolina;8000;Chorrillos - Lima - Lima;toyota;fortuner;34950;toyota fortuner 2018;automática (secuencial);2018
350;;diesel;125000;Santiago de Surco - Lima - Lima;toyota;hilux;16500;toyota hilux 2007;mecánica;2007
351;"toyota corolla gli 2;012 unica dueña";gasolina;48000;San Borja - Lima - Lima;toyota;corolla;;toyota corolla 2012;automática;2012
352;"toyota corolla 1995 station wagon $ 6;800 dual 999/746/099";dual;110000;San Borja - Lima - Lima;toyota;corolla;6800;toyota corolla 1995;mecánica;1995
353;hilux 2015 mod2016 tdi 4x2 u,dueño facturable ;diesel;62000;Santiago de Surco - Lima - Lima;toyota;hilux;21900;toyota hilux 2016;mecánica;2016
354;"srv fabricación 2015 u, dueño $27;500 facturable surco ";diesel;83000;Santiago de Surco - Lima - Lima;toyota;hilux;26900;toyota hilux 2015;mecánica;2015
355;"mantenimientos en mitsui ; pantalla tactil con camara y tv";gasolina;58000;Chorrillos - Lima - Lima;toyota;yaris;9750;toyota yaris 2011;automática (secuencial);2011
356;toyota corolla 2012 automatico full equipo facturable;gasolina;103000;San Borja - Lima - Lima;toyota;corolla;11300;toyota corolla 2012;automática;2012
357;toyota hilux sr 2015 full c/factura 3000cc turbo intercooler;diesel;66000;San Borja - Lima - Lima;toyota;hilux;24200;toyota hilux 2015;mecánica;2015
358;rav 4 2013 4x2 automatica;gasolina;67000;Lima - Lima - Lima;toyota;rav4;13900;toyota rav4 2011;automática;2011
359;;gas gnv;195000;Jesus Maria - Lima - Lima;toyota;corona;2400;toyota corona 1995;automática;1995
360;toyota yaris 2015 motor 1300cc dual glp $9900 c 999/746/099;dual;130000;San Borja - Lima - Lima;toyota;yaris;9900;toyota yaris 2015;mecánica;2015
361;toyota yaris 2016 motor 1300cc mecánico air bags 999/746/099;gasolina;45000;San Borja - Lima - Lima;toyota;yaris;13200;toyota yaris 2016;mecánica;2016
362;;diesel;29000;Santiago de Surco - Lima - Lima;toyota;hilux;27500;toyota hilux 2016;mecánica;2016
363;;gasolina;;Carabamba - Julcan - La Libertad;toyota;hilux;3200;toyota hilux 2013;automática (secuencial);2013
364;;gasolina;;Socabaya - Arequipa - Arequipa;toyota;yaris;;toyota yaris 2006;mecánica;2006
365;;gasolina;100000;Santiago de Surco - Lima - Lima;toyota;rav4;12500;toyota rav4 2011;mecánica;2011
366;;diesel;;Aija - Aija - Ancash;toyota;hilux;4500;toyota hilux 2006;mecánica;2006
367;;gasolina;125000;Villa El Salvador - Lima - Lima;toyota;yaris hb;8500;toyota yaris hb 2010;automática (secuencial);2010
368;;diesel;;San Jacinto - Tumbes - Tumbes;toyota;hilux;;toyota hilux 2011;mecánica;2011
369;;diesel;;San Pedro de Chaulan - Huanuco - Huanuco;toyota;hilux;4500;toyota hilux 2009;mecánica;2009
370;;diesel;;Chupamarca - Castrovirreyna - Huancavelica;toyota;hilux;6500;toyota hilux 2010;mecánica;2010
371;;diesel;;Santa Cruz de Toled - Contumaza - Cajamarca;toyota;hilux;5500;toyota hilux 2012;mecánica;2012
372;;diesel;;Marco - Jauja - Junin;toyota;hilux;4500;toyota hilux 2007;mecánica;2007
373;;diesel;134000;Lima - Lima - Lima;toyota;hilux;15000;toyota hilux 2008;mecánica;2008
374;;gasolina;31100;San Borja - Lima - Lima;toyota;land cruiser prado;31800;toyota land cruiser prado 2017;automática (secuencial);2017
375;;gasolina;150000;Santiago de Surco - Lima - Lima;toyota;corolla;4700;toyota corolla 1999;automática;1999
376;;dual;156000;San Martin de Porres - Lima - Lima;toyota;probox;5600;toyota probox 2005;automática;2005
377;;gasolina;51000;Miraflores - Lima - Lima;toyota;corolla;14580;toyota corolla 2015;mecánica;2015
378;;gasolina;24;San Juan de Lurigancho - Lima - Lima;toyota;yaris - autoespar;;toyota yaris - autoespar 2014;mecánica;2014
379;;gasolina;102000;Lima - Lima - Lima;toyota;rav4;14000;toyota rav4 2010;mecánica;2010
380;;gasolina;134300;Arequipa - Arequipa - Arequipa;toyota;yaris;4800;toyota yaris 2016;automática;2016
381;;diesel;71000;Chupaca - Chupaca - Junin;toyota;rav4;3000;toyota rav4 2008;automática;2008
382;;gasolina;66000;Sancos - Huanca Sancos - Ayacucho;toyota;yaris;3000;toyota yaris 2010;mecánica;2010
383;;gasolina;65000;Paramonga - Barranca - Lima;toyota;yaris;3500;toyota yaris 2010;mecánica;2010
384;;gasolina;79000;Oyotun - Chiclayo - Lambayeque;toyota;corolla;2500;toyota corolla 2008;automática;2008
385;;gasolina;59200;Huancarqui - Castilla - Arequipa;toyota;hilux;3000;toyota hilux 2011;automática;2011
386;;gasolina;59000;Cochabamba - Huacaybamba - Huanuco;toyota;corolla;3600;toyota corolla 2011;automática;2011
